symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url,wiki_title,wiki_url,company_type,traded_as,founded,headquarters,num_locations,area_served,key_people,services,revenue,operating_income,net_income,total_assets,total_equity,num_employees,subsidiaries,website,founders,formerly,products,isin
ARES,Ares Management Corporation Class A Common Stock,$147.43,3.12,2.162%,1424060,48190313477.0,United States,2014.0,Investment Managers,Finance,/market-activity/stocks/ares,Telus Corporation,https://en.wikipedia.org/wiki/Telus_Corporation,Public,TSX: T (voting)NYSE: TUS&P/TSX 60 component,"1990; 35 years ago (1990) in Edmonton, Alberta, Canada","510 West Georgia Street, Vancouver, British Columbia, Canada",,Worldwide,Darren Entwistle (president and CEO)Doug French (CFO),,CA$20.116 billion (2023),CA$2.362 billion (2023),CA$867 millions (2023),CA$56.136 billions (2023),,"106,400 (2023)",Telus CommunicationsTelus MobilityTelus HealthTelus DigitalTelus Agriculture,www.telus.com,,,"HSPA+, LTE, 5G",CA87971M1032
GL,Globe Life Inc. Common Stock,$132.42,2.05,1.572%,561159,10541400036.0,United States,,Life Insurance,Finance,/market-activity/stocks/gl,Blackstone Inc.,https://en.wikipedia.org/wiki/Blackstone_Inc.,Public,NYSE: BXS&P 500 component,1985; 40 years ago (1985),"345 Park AvenueNew York City, U.S.",,,Stephen Schwarzman (chairman and CEO)Jonathan Gray (president and COO)Joseph Baratta (head of private equity)David Blitzer (chairman of tactical opportunities),,US$13.23 billion (2024),,US$2.44 billion (2024),US$43.5 billion (2024),US$8.21 billion (2024),"4,895 (2024)",Blackstone Credit,blackstone.com,Peter PetersonStephen Schwarzman,,Alternative investmentPrivate equity,
AMAL,Amalgamated Financial Corp. Common Stock (DE),$28.81,1.0,3.596%,178579,862465379.0,United States,2018.0,Major Banks,Finance,/market-activity/stocks/amal,Digital World Acquisition Corp.,https://en.wikipedia.org/wiki/Digital_World_Acquisition_Corp.,Public,Nasdaq: DWAC (2021–2024),11 December 2020; 4 years ago (2020-12-11),,,,,,,,,,,,,dwacspac.com,,,,
MRBK,Meridian Corporation Common Stock,$15.10,0.6,4.138%,94196,173913586.0,United States,2017.0,Major Banks,Finance,/market-activity/stocks/mrbk,Parsons Corporation,https://en.wikipedia.org/wiki/Parsons_Corporation,Public,NYSE: PSNS&P 400 component,"1944; 81 years ago (1944) in California, United States (as Ralph M. Parsons Company)","Chantilly, Virginia, U.S.",,Worldwide,"Carey Smith (CEO, chair and president)",,US$6.75 billion (2024),US$428 million (2024),US$235 million (2024),US$5.49 billion (2024),US$2.53 billion (2024),"19,600 (2024)",,parsons.com,Ralph M. Parsons,,,
EBC,Eastern Bankshares Inc. Common Stock,$18.21,0.77,4.415%,1716595,3838630305.0,United States,2020.0,Savings Institutions,Finance,/market-activity/stocks/ebc,Digital World Acquisition Corp.,https://en.wikipedia.org/wiki/Digital_World_Acquisition_Corp.,Public,Nasdaq: DWAC (2021–2024),11 December 2020; 4 years ago (2020-12-11),,,,,,,,,,,,,dwacspac.com,,,,
AGO,Assured Guaranty Ltd. Common Stock,$89.79,1.74,1.976%,351183,4140135640.0,Bermuda,2004.0,Property-Casualty Insurers,Finance,/market-activity/stocks/ago,"Valhi, Inc.","https://en.wikipedia.org/wiki/Valhi,_Inc.",Public,NYSE: VHIRussell 2000 Index component,1987,"Dallas, Texas, U.S.",,,"Robert D. Graham, Vice Chairman of the Board, President and CEO",,US$2.296 Billion (FY 2021),US$ 257.8 Million (FY 2021),US$ 127.2 Million (FY 2021),US$3.005 Billion (FY 2021),US$1.158 Billion (FY 2021),"2,847",,Valhi.net,,,"titanium dioxide pigments (TiO2), security products, recreational marine products, real estate, water distribution, insurance",
XYF,X Financial American Depositary Shares each representing six Class A Ordinary Shares,$7.68,-1.43,-15.697%,743466,324168146.0,Cayman Islands,2018.0,Finance: Consumer Services,Finance,/market-activity/stocks/xyf,H&R Block,https://en.wikipedia.org/wiki/H%26R_Block,Public,NYSE: HRBS&P 400 component,"January 25, 1955; 70 years ago (1955-01-25), in Kansas City, Missouri, U.S.","Kansas City, Missouri, U.S.",,United StatesCanadaAustralia,Robert A. Gerard(chairman)Jeffrey J. Jones II(president & CEO)Tony G. Bowen(CFO),,US$3.61 billion (2024),US$805 million (2024),US$595 million (2024),US$3.22 billion (2024),US$90.6 million (2024),"4,200 (full-time; 2024)70,900 (including seasonal)",,hrblock.com,Henry W. BlochRichard Bloch,,Tax preparationBusiness services,
RM,Regional Management Corp. Common Stock,$36.51,-0.03,-0.082%,110227,354614511.0,United States,2012.0,Finance: Consumer Services,Finance,/market-activity/stocks/rm,AAR Corp.,https://en.wikipedia.org/wiki/AAR_Corp.,Public,NYSE: AIRS&P 600 component,1951; 74 years ago (1951),"Wood Dale, Illinois, United States",,Worldwide,John Holmes (president & CEO),,US$1.99 billion (2023),,US$90.2 million (2023),US$1.1 billion (2023),US$1.1 billion (2023),"6,000 (2025)",,aarcorp.com,Ira Allen Eichner,,,
FUFUW,BitFuFu Inc. Warrant,$0.24,-0.0074,-2.991%,22716,39145588.0,Singapore,,Finance: Consumer Services,Finance,/market-activity/stocks/fufuw,Oklo Inc.,https://en.wikipedia.org/wiki/Oklo_Inc.,Public,NYSE: OKLO,2013; 12 years ago (2013),"Santa Clara, California, U.S.",,Worldwide,,,,,,,,100 (2024),,oklo.com,Jacob DeWitte Caroline DeWitte,,Aurora Powerhouse Reactor,
HAFC,Hanmi Financial Corporation Common Stock,$27.26,0.8,3.023%,202011,816581669.0,United States,,Major Banks,Finance,/market-activity/stocks/hafc,MGIC Investment Corporation,https://en.wikipedia.org/wiki/MGIC_Investment_Corporation,Public,NYSE: MTGS&P 400 component,1957,"Milwaukee, Wisconsin, U.S.",,,,,,,,,,,,www.mgic.com,Max H. Karl,,,
ARCC,Ares Capital Corporation Common Stock,$19.84,0.32,1.639%,5030782,14200015744.0,United States,2004.0,Finance: Consumer Services,Finance,/market-activity/stocks/arcc,MGIC Investment Corporation,https://en.wikipedia.org/wiki/MGIC_Investment_Corporation,Public,NYSE: MTGS&P 400 component,1957,"Milwaukee, Wisconsin, U.S.",,,,,,,,,,,,www.mgic.com,Max H. Karl,,,
VAC,Marriott Vacations Worldwide Corporation Common Stock,$50.79,3.98,8.502%,799240,1758044603.0,United States,,Real Estate,Finance,/market-activity/stocks/vac,Marriott Vacations Worldwide,https://en.wikipedia.org/wiki/Marriott_Vacations_Worldwide,Public,NYSE: VACS&P 400 component,"Hilton Head, South Carolina, U.S.","Orlando, Florida, U.S.",,,Matthew Avril (CEO),,US$ 3.89 billion (2022),,US$ 49 million (2022),US$ 9.6 billion (2022),US$ 2.98 billion (2022),"20,300",,Marriott Vacations Worldwide,,,,
DAVEW,Dave Inc. Warrants,$0.72,0.02,2.857%,118403,9722939.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/davew,Oklo Inc.,https://en.wikipedia.org/wiki/Oklo_Inc.,Public,NYSE: OKLO,2013; 12 years ago (2013),"Santa Clara, California, U.S.",,Worldwide,,,,,,,,100 (2024),,oklo.com,Jacob DeWitte Caroline DeWitte,,Aurora Powerhouse Reactor,
MCB,Metropolitan Bank Holding Corp. Common Stock,$72.95,3.0,4.289%,67204,751239246.0,United States,2017.0,Major Banks,Finance,/market-activity/stocks/mcb,Digital World Acquisition Corp.,https://en.wikipedia.org/wiki/Digital_World_Acquisition_Corp.,Public,Nasdaq: DWAC (2021–2024),11 December 2020; 4 years ago (2020-12-11),,,,,,,,,,,,,dwacspac.com,,,,
PUK,Prudential Public Limited Company Common Stock,$27.74,0.45,1.649%,991493,35640750679.0,United Kingdom,,Life Insurance,Finance,/market-activity/stocks/puk,Capri Holdings,https://en.wikipedia.org/wiki/Capri_Holdings,Public,NYSE: CPRIS&P 400 component,1981; 44 years ago (1981),Executive offices: London; Operations offices: New York,,Worldwide,John D. Idol (chairman and CEO),,US$5.17 billion (2024),US$−241 million (2024),US$−229 million (2024),US$6.69 billion (2024),US$1.60 billion (2024),"15,100 (2024)",Versace (2018–2025) Jimmy Choo Michael Kors,capriholdings.com,Michael Kors,Michael Kors Holdings Limited,Apparel handbags footwear watches accessories,VGG1890L1076
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,$25.54,0.06,0.235%,13911,37272839934.0,United States,,Major Banks,Finance,/market-activity/stocks/hbanl,Emmis Corporation,https://en.wikipedia.org/wiki/Emmis_Corporation,Public,Expert Market: EMMS,1980; 45 years ago (1980),"Indianapolis, Indiana, U.S.",,,,Radio,"114,131,000 United States dollar (2019)",,,,,350 (2019),,Official website,Jeff Smulyan,,,
ACGLN,Arch Capital Group Ltd. Depositary Shares each Representing a 1/1000th Interest in a 4.550% Non-Cumulative Preferred Share Series G,$17.09,0.13,0.767%,26931,6197277280.0,Bermuda,,Property-Casualty Insurers,Finance,/market-activity/stocks/acgln,StoneX Group Inc.,https://en.wikipedia.org/wiki/StoneX_Group_Inc.,Public,Nasdaq: SNEXS&P 600 Component,1924; 101 years ago (1924),New York,,,Sean O’Connor (CEO)Bill Dunaway (CFO)Stuart Davison (COO),,US$64.38 billion (2023)[citation needed],,US$234.8 million (2023),,,"4,000 (2024)",,www.stonex.com/en/,,INTL FCStone,,
ILLR,Triller Group Inc. Common Stock,$0.4831,0.0413,9.348%,348982,74957708.0,United States,2019.0,Investment Managers,Finance,/market-activity/stocks/illr,"Trex Company, Inc.","https://en.wikipedia.org/wiki/Trex_Company,_Inc.",Public company,NYSE: TREXS&P 400 component,August 1996; 29 years ago (1996-08),"Winchester, Virginia, U.S.",,"United States, International",Bryan H. Fairbanks (president and CEO) James E. Cline (Chairman of the Board),,US$ 1.2 billion (2024),US$ 305 million (2024),US$ 226 million (2024),US$ 1.3 million (2024),,"1,838 (December 31, 2024)",,trex.com,,,"decking, railing, fascia, cladding, fencing, fasteners, outdoor lighting",
FBP,First BanCorp. New Common Stock,$20.16,0.42,2.128%,1295211,3184008368.0,Puerto Rico,,Major Banks,Finance,/market-activity/stocks/fbp,United Bank (West Virginia),https://en.wikipedia.org/wiki/United_Bank_(West_Virginia),Public,Nasdaq: UBSIS&P 400 component,"March 17, 1839; 186 years ago (1839-03-17), in Parkersburg, Virginia (now West Virginia)","Charleston, West Virginia, United StatesFairfax, Virginia, United States",,West VirginiaVirginiaDistrict of ColumbiaMarylandOhioPennsylvaniaNorth CarolinaSouth CarolinaGeorgia,"Richard M. Adams (chairman)Richard M. Adams, Jr. (CEO)W. Mark Tatterson (CFO)",,,,$289 million (2020),$26.184 billion (2020),$4.297 billion (2020),"Over 3,000 (2022)",,ubsi-inc.comwww.bankwithunited.com,,,,
GLXY,Galaxy Digital Inc. Class A Common Stock,$23.42,-0.61,-2.538%,13251818,9148093929.0,United States,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/glxy,Spire Inc.,https://en.wikipedia.org/wiki/Spire_Inc.,Public,NYSE: SRS&P 400 Component,1857 as The Laclede Gas Light Company,"St. Louis, Missouri, United States",,"St. Louis, MissouriKansas City, MissouriBirmingham, AlabamaMontgomery, AlabamaMobile, AlabamaHattiesburg, Mississippi",Steve Lindsey (CEO),Natural gas distribution,US$1.855 billion (Fiscal Year Ended 30 September 2020),US$206.4 million (Fiscal Year Ended 30 September 2020),US$88.6 million (Fiscal Year Ended 30 September 2020),US$8.241 billion (Fiscal Year Ended 30 September 2020),US$2.522 billion (Fiscal Year Ended 30 September 2020),"3,296 (2016)","Alabama Gas Corporation (Alagasco)EnergySouth, Inc.Laclede Gas Company",spireenergy.com,,,Natural gas,
MBI,MBIA Inc. Common Stock,$7.62,0.21,2.834%,271342,384761430.0,United States,1987.0,Property-Casualty Insurers,Finance,/market-activity/stocks/mbi,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
VEL,Velocity Financial Inc. Common Stock,$18.35,-0.08,-0.434%,56747,713815551.0,United States,2020.0,Finance: Consumer Services,Finance,/market-activity/stocks/vel,Digital World Acquisition Corp.,https://en.wikipedia.org/wiki/Digital_World_Acquisition_Corp.,Public,Nasdaq: DWAC (2021–2024),11 December 2020; 4 years ago (2020-12-11),,,,,,,,,,,,,dwacspac.com,,,,
FFWM,First Foundation Inc. Common Stock,$5.32,0.33,6.613%,1002459,440945013.0,United States,,Major Banks,Finance,/market-activity/stocks/ffwm,"Valhi, Inc.","https://en.wikipedia.org/wiki/Valhi,_Inc.",Public,NYSE: VHIRussell 2000 Index component,1987,"Dallas, Texas, U.S.",,,"Robert D. Graham, Vice Chairman of the Board, President and CEO",,US$2.296 Billion (FY 2021),US$ 257.8 Million (FY 2021),US$ 127.2 Million (FY 2021),US$3.005 Billion (FY 2021),US$1.158 Billion (FY 2021),"2,847",,Valhi.net,,,"titanium dioxide pigments (TiO2), security products, recreational marine products, real estate, water distribution, insurance",
C,Citigroup Inc. Common Stock,$98.70,1.07,1.096%,14357891,176600569893.0,United States,,Major Banks,Finance,/market-activity/stocks/c,Digital World Acquisition Corp.,https://en.wikipedia.org/wiki/Digital_World_Acquisition_Corp.,Public,Nasdaq: DWAC (2021–2024),11 December 2020; 4 years ago (2020-12-11),,,,,,,,,,,,,dwacspac.com,,,,
BMO,Bank Of Montreal Common Stock,$121.17,1.25,1.042%,527766,86794891321.0,Canada,,Commercial Banks,Finance,/market-activity/stocks/bmo,Bank of Montreal,https://en.wikipedia.org/wiki/Bank_of_Montreal,Public,TSX: BMONYSE: BMOS&P/TSX 60 component,"23 June 1817; 208 years ago (1817-06-23) in Montreal, Lower Canada (as Montreal Bank)","Bank of Montreal Head Office, Montreal, Quebec, Canada (formal headquarters) Toronto, Ontario, Canada (operating headquarters)",,,George Cope (chair) Darryl White (CEO) Tayfun Tuzun (CFO),,Can$32.8 billion (2024),,Can$7.33 billion (2024),Can$1.41 trillion (2024),Can$84.2 billion (2024),"53,597 (FTE, 2024)","BMO Capital MarketsBMO Bank, N.A.BMO Nesbitt BurnsMonerisDiners Club International (North America Operations)Clearpool GroupLloyd George ManagementLGM InvestmentsAIG Life Insurance Company of CanadaRadicle GroupAir Miles",bmo.com,,Montreal Bank (1817–1822),Asset managementBankingCommoditiesCredit cardsEquities tradingInsuranceInvestment managementMortgage loansPrivate equityWealth management,
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,$11.80,0.85,7.763%,902142,653984473.0,United States,2010.0,Finance: Consumer Services,Finance,/market-activity/stocks/gdot,Green Dot Corporation,https://en.wikipedia.org/wiki/Green_Dot_Corporation,Public,NYSE: GDOT (Class A),1999; 26 years ago (1999),"Austin, Texas, U.S.",,,George Gresham (CEO),,$1.25 billion(2020),,,,,"1,200",,greendot.com,Steve Streit,,Prepaid MasterCard and Visa cards,
GAB,Gabelli Equity Trust Inc. (The) Common Stock,$6.01,0.1,1.692%,474122,1765841450.0,United States,1986.0,Investment Managers,Finance,/market-activity/stocks/gab,Capri Holdings,https://en.wikipedia.org/wiki/Capri_Holdings,Public,NYSE: CPRIS&P 400 component,1981; 44 years ago (1981),Executive offices: London; Operations offices: New York,,Worldwide,John D. Idol (chairman and CEO),,US$5.17 billion (2024),US$−241 million (2024),US$−229 million (2024),US$6.69 billion (2024),US$1.60 billion (2024),"15,100 (2024)",Versace (2018–2025) Jimmy Choo Michael Kors,capriholdings.com,Michael Kors,Michael Kors Holdings Limited,Apparel handbags footwear watches accessories,VGG1890L1076
ONIT,Onity Group Inc. Common Stock,$43.50,0.94,2.209%,44157,350561019.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/onit,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
MAIN,Main Street Capital Corporation Common Stock,$55.56,0.05,0.09%,791065,4977483889.0,United States,2007.0,Finance/Investors Services,Finance,/market-activity/stocks/main,MGIC Investment Corporation,https://en.wikipedia.org/wiki/MGIC_Investment_Corporation,Public,NYSE: MTGS&P 400 component,1957,"Milwaukee, Wisconsin, U.S.",,,,,,,,,,,,www.mgic.com,Max H. Karl,,,
TRV,The Travelers Companies Inc. Common Stock,$290.07,2.22,0.771%,1781335,64704005369.0,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/trv,Vistra Corp.,https://en.wikipedia.org/wiki/Vistra_Corp.,Public,NYSE: VSTDJUA componentS&P 500 component,2016; 9 years ago (2016),"Irving, Texas, U.S.",,,Jim Burke (CEO),,US$17.2 billion (2024),US$4.1 billion (2024),,US$37.8 billion (2024),,"approx. 6,850 (December 2024)",TXU EnergyLuminantDynegyHomefield EnergyAmbit EnergyCrius EnergyEnergy Harbor,vistracorp.com,,Vistra Energy Corp.,,
WFC,Wells Fargo & Company Common Stock,$83.11,0.71,0.862%,16141382,260889316286.0,United States,,Major Banks,Finance,/market-activity/stocks/wfc,Wells Fargo,https://en.wikipedia.org/wiki/Wells_Fargo,Public,NYSE: WFCS&P 100 componentS&P 500 component,"January 24, 1929 (96 years ago) (1929-01-24) in Minneapolis, Minnesota, U.S. (as Northwest Bancorporation)April 1983 (as Norwest Corporation)November 2, 1998 (as Wells Fargo & Company)","San Francisco, California, U.S. (corporate)30 Hudson YardsNew York City, U.S. (executive)","4,177 branches (2024)13,000 ATMs (2021)",Worldwide,Steven Black (chairman)Charles Scharf (president and CEO),,US$82.3 billion (2024),US$23.4 billion (2024),US$19.7 billion (2024),US$1.93 trillion (2024),US$181 billion (2024),"217,000 (2024)","Wells Fargo AdvisorsWells Fargo Bank, N.A.Wells Fargo RailWells Fargo SecuritiesWachoviaFirst UnionCoreStates Financial",wellsfargo.com,Henry WellsWilliam Fargo (Wells Fargo Bank),,Asset managementBankingCommoditiesCredit cardsEquities tradingInsuranceInvestment managementMortgage loansPrivate equityWealth management,US9497461015
CHCO,City Holding Company Common Stock,$122.11,3.24,2.726%,105336,1759440374.0,United States,,Major Banks,Finance,/market-activity/stocks/chco,JAB Holding Company,https://en.wikipedia.org/wiki/JAB_Holding_Company,Private,,1828; 197 years ago (1828),"Luxembourg City, Luxembourg",,,Peter Harf (chairman)Olivier Goudet (CEO),,,,,,,29 (2019),"CotyJDE Peet's, Stumptown CoffeeEspresso HouseKeurig Dr Pepper (27%)Krispy KremePanera Brands Panera Bread Einstein Bros. Bagels Caribou CoffeeBruegger'sPret A MangerCompassion-First Pet HospitalsNational Veterinary AssociatesIndependence Pet Holdings",jabholco.com,Ludwig ReimannJohann Benckiser,,,
PRENW,Prenetics Global Limited Warrant,$0.0264,0.0062,30.693%,4582,344097.0,Hong Kong,,Blank Checks,Finance,/market-activity/stocks/prenw,Capri Holdings,https://en.wikipedia.org/wiki/Capri_Holdings,Public,NYSE: CPRIS&P 400 component,1981; 44 years ago (1981),Executive offices: London; Operations offices: New York,,Worldwide,John D. Idol (chairman and CEO),,US$5.17 billion (2024),US$−241 million (2024),US$−229 million (2024),US$6.69 billion (2024),US$1.60 billion (2024),"15,100 (2024)",Versace (2018–2025) Jimmy Choo Michael Kors,capriholdings.com,Michael Kors,Michael Kors Holdings Limited,Apparel handbags footwear watches accessories,VGG1890L1076
NNI,Nelnet Inc. Common Stock,$127.77,3.03,2.429%,77230,4591175126.0,United States,2003.0,Finance: Consumer Services,Finance,/market-activity/stocks/nni,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
BHFAN,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C,$13.05,0.31,2.433%,69376,746084382.0,United States,,Life Insurance,Finance,/market-activity/stocks/bhfan,Digital World Acquisition Corp.,https://en.wikipedia.org/wiki/Digital_World_Acquisition_Corp.,Public,Nasdaq: DWAC (2021–2024),11 December 2020; 4 years ago (2020-12-11),,,,,,,,,,,,,dwacspac.com,,,,
CZWI,Citizens Community Bancorp Inc. Common Stock,$16.72,0.14,0.844%,24535,161510936.0,United States,2006.0,Savings Institutions,Finance,/market-activity/stocks/czwi,Digital World Acquisition Corp.,https://en.wikipedia.org/wiki/Digital_World_Acquisition_Corp.,Public,Nasdaq: DWAC (2021–2024),11 December 2020; 4 years ago (2020-12-11),,,,,,,,,,,,,dwacspac.com,,,,
BLX,Banco Latinoamericano de Comercio Exterior S.A.,$44.58,0.68,1.549%,123715,1640134756.0,Panama,1992.0,Commercial Banks,Finance,/market-activity/stocks/blx,Banco Latinoamericano de Comercio Exterior,https://en.wikipedia.org/wiki/Banco_Latinoamericano_de_Comercio_Exterior,,NYSE: BLXRussell 2000 Component,,"Panama City, Panama",,,,Multinational banking,,,,,,,,bladex.com/en,,"Banco Latinoamericano de Exportaciones, S.A.",,
